"label","no_importa","no_importa_1","no_importa_2","no_importa_3","text"
"2","1467932372","Mon Apr 06 22:52:27 PDT 2009","NO_QUERY","baybiegela","i Love my atekinzz so much. &amp;&amp; i soo miss her.. "
"4","1467932549","Mon Apr 06 22:52:31 PDT 2009","NO_QUERY","erynfreakincody","I wanna sneak into the zoo and play with the kitties "
"0","1467932979","Mon Apr 06 22:52:38 PDT 2009","NO_QUERY","xkhaotik","@lolitariot oh no  hope you're not getting sick too!"
"2","1467933048","Mon Apr 06 22:52:39 PDT 2009","NO_QUERY","stacymartinez","@alejandralei i dont think i can cause its my cousins birthday party "
"4","1467933102","Mon Apr 06 22:52:42 PDT 2009","NO_QUERY","chelseajohns","Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby, he missed them so much today!"
"2","1467933112","Mon Apr 06 22:52:40 PDT 2009","NO_QUERY","elenasarmie","the angel is going to miss the athlete this weekend "
"4","1467933295","Mon Apr 06 22:52:44 PDT 2009","NO_QUERY","funkyfreshbabe","trust is hard "
"2","1467933494","Mon Apr 06 22:52:47 PDT 2009","NO_QUERY","AlexKayy","have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend "
"4","1467933623","Mon Apr 06 22:52:50 PDT 2009","NO_QUERY","xemilyxmariex","Grr i want to keep reading but if i do i wont have anything left to read "
"0","1467933662","Mon Apr 06 22:52:50 PDT 2009","NO_QUERY","baybiegela","atekinzz, where in the world are you?? "
"2","1467933685","Mon Apr 06 22:52:51 PDT 2009","NO_QUERY","FAKELeah","@RumLover No! u supposed to be my date "
"4","1467934004","Mon Apr 06 22:52:56 PDT 2009","NO_QUERY","malice_sin","pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats "
"0","1467934184","Mon Apr 06 22:52:59 PDT 2009","NO_QUERY","wx1901","Crap. I need more dresses too. "
"0","1467934481","Mon Apr 06 22:53:04 PDT 2009","NO_QUERY","missb2818","@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. "
"2","1467934606","Mon Apr 06 22:53:06 PDT 2009","NO_QUERY","fictillius","@Brodhe geez ur no fun are you "
"4","1467935121","Mon Apr 06 22:53:14 PDT 2009","NO_QUERY","SicklyInfected","I wanna be in a punk rock band again "
"2","1467935189","Mon Apr 06 22:53:15 PDT 2009","NO_QUERY","AshleighF","@jyesmith That's a lot of angst for a Tuesday afternoon "
"0","1467836583","Mon Apr 06 22:26:29 PDT 2009","NO_QUERY","homeworld","@stark YOU don't follow me, either  and i work for you!"
"2","1467836859","Mon Apr 06 22:26:33 PDT 2009","NO_QUERY","willy_chaz","A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good."
"4","1467836873","Mon Apr 06 22:26:33 PDT 2009","NO_QUERY","LeakySpoon"," Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji"
"2","1467837189","Mon Apr 06 22:26:38 PDT 2009","NO_QUERY","cityrat59","@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... "
"2","1467837384","Mon Apr 06 22:26:42 PDT 2009","NO_QUERY","kenandise","Behind on my classes for work "
"2","1467837470","Mon Apr 06 22:26:43 PDT 2009","NO_QUERY","annette414","watching &quot;House&quot; "
"0","1467837579","Mon Apr 06 22:26:45 PDT 2009","NO_QUERY","blackheartbunny","@kpreyes Remember my bum leg? Strikes back this time its serious "
"2","1467837602","Mon Apr 06 22:26:45 PDT 2009","NO_QUERY","GetGary","@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls "
"4","1467837762","Mon Apr 06 22:26:48 PDT 2009","NO_QUERY","Dogbook","Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014"
"0","1467837819","Mon Apr 06 22:26:49 PDT 2009","NO_QUERY","SimoniNicole","would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?"
"0","1467837888","Mon Apr 06 22:26:52 PDT 2009","NO_QUERY","wireandroses","@Henkuyinepu it's overrated "
"2","1467838188","Mon Apr 06 22:26:54 PDT 2009","NO_QUERY","jess_higley","@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times "
"0","1467838189","Mon Apr 06 22:26:54 PDT 2009","NO_QUERY","missannabanana","laying in bed with no voice.. "
"0","1467838362","Mon Apr 06 22:26:57 PDT 2009","NO_QUERY","Zella17","I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy"
"4","1467838419","Mon Apr 06 22:27:00 PDT 2009","NO_QUERY","polarna10","@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry."
"0","1467838433","Mon Apr 06 22:26:58 PDT 2009","NO_QUERY","megan_rice","@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. "
"4","1467838630","Mon Apr 06 22:27:02 PDT 2009","NO_QUERY","ashleyirvin","@salancaster  hope your ok."
"4","1467839007","Mon Apr 06 22:27:08 PDT 2009","NO_QUERY","eyezup","@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love"
"0","1467839405","Mon Apr 06 22:27:15 PDT 2009","NO_QUERY","Jonas_Dreamgirl","@HibaNick yeah aw but i know i wudnt stand a chance "
"2","1467839450","Mon Apr 06 22:27:16 PDT 2009","NO_QUERY","BreannaBonana","ugh. cant sleep. its 1:30am. "
"0","1467839477","Mon Apr 06 22:27:16 PDT 2009","NO_QUERY","becklyn13","Hanging in Crooners. Wanna sing. Can't. Sucks. "
"0","1467839586","Mon Apr 06 22:27:18 PDT 2009","NO_QUERY","sonyolmos","@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! "
"0","1467839737","Mon Apr 06 22:27:21 PDT 2009","NO_QUERY","JenBah","Is pissed off that there's no ASBA's for a radio station. "
"2","1467839816","Mon Apr 06 22:27:22 PDT 2009","NO_QUERY","viviana09","wednesday my b-day n don't know what 2 do!  "
"2","1467840016","Mon Apr 06 22:27:25 PDT 2009","NO_QUERY","BustaBusta","I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. "
"0","1467840386","Mon Apr 06 22:27:31 PDT 2009","NO_QUERY","MadameCrow","I am in pain. My back and sides hurt. Not to mention crying is made of fail. "
"0","1467840552","Mon Apr 06 22:27:34 PDT 2009","NO_QUERY","weefranniev","Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
"2","1467840629","Mon Apr 06 22:27:35 PDT 2009","NO_QUERY","ikimmyy","@allyheman but.. but.. but.. I'm not a big fan on camilla belle "
"0","1467841189","Mon Apr 06 22:27:45 PDT 2009","NO_QUERY","yolie81","@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine "
"0","1467841204","Mon Apr 06 22:27:45 PDT 2009","NO_QUERY","spacks","This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done "
"2","1467841832","Mon Apr 06 22:27:55 PDT 2009","NO_QUERY","bgoers","I'm so cold "
"0","1467841885","Mon Apr 06 22:27:56 PDT 2009","NO_QUERY","MissPassion","@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow "
"4","1467841897","Mon Apr 06 22:27:56 PDT 2009","NO_QUERY","aaronrothe","@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff"
"4","1467841969","Mon Apr 06 22:27:57 PDT 2009","NO_QUERY","ilikeoreos","Hoping the tummy rumbles go away soon "
"4","1467842107","Mon Apr 06 22:28:02 PDT 2009","NO_QUERY","wiccabuffy","@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. "
"2","1467842299","Mon Apr 06 22:28:03 PDT 2009","NO_QUERY","HiKeri","almost bedtime "
"2","1467842377","Mon Apr 06 22:28:04 PDT 2009","NO_QUERY","bnr0201","I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart"
"0","1467842448","Mon Apr 06 22:28:05 PDT 2009","NO_QUERY","R_Boucher","Agh...snow!!! "
"0","1467842568","Mon Apr 06 22:28:07 PDT 2009","NO_QUERY","josiahmcdermott","i miss kenny powers "
"0","1467842607","Mon Apr 06 22:28:09 PDT 2009","NO_QUERY","VanessaSingline","@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget "
"4","1467842832","Mon Apr 06 22:28:11 PDT 2009","NO_QUERY","varunkumar","...and, India missed out its 100th Test victory n 10th consecutive win without a loss. "
"0","1467842837","Mon Apr 06 22:28:11 PDT 2009","NO_QUERY","JenniOnTheBlock","@JonathanRKnight I guess that's a no then. "
"0","1467843075","Mon Apr 06 22:28:15 PDT 2009","NO_QUERY","darkninja757","sadly is going to bed. "
"0","1467843215","Mon Apr 06 22:28:18 PDT 2009","NO_QUERY","mikecogh","@ozesteph1992 Shame to hear this Stephan "
"2","1467843470","Mon Apr 06 22:28:21 PDT 2009","NO_QUERY","KandiConnection","@mrsaintnick hey! i'm leavin in the morning... "
"0","1467843568","Mon Apr 06 22:28:23 PDT 2009","NO_QUERY","joechummer","Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left "
"0","1467843624","Mon Apr 06 22:28:24 PDT 2009","NO_QUERY","kellireneez","laid around too much today... now my head hurts "
"2","1467843647","Mon Apr 06 22:28:24 PDT 2009","NO_QUERY","treehugger25","@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books."
"0","1467843734","Mon Apr 06 22:28:26 PDT 2009","NO_QUERY","chatpataa","my nokia 1110 died..  "
"0","1467843740","Mon Apr 06 22:28:26 PDT 2009","NO_QUERY","ThisStoutjunt","My mom might have breast cancer won't find out anything for. Like a week I'm so worried! "
"4","1467844097","Mon Apr 06 22:28:33 PDT 2009","NO_QUERY","sew_cute","Going to sleep. Hoping tomorrow is a better day. "
"4","1467844140","Mon Apr 06 22:28:32 PDT 2009","NO_QUERY","Twokids1","@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too"
"0","1467844157","Mon Apr 06 22:28:32 PDT 2009","NO_QUERY","AKyarnie","@onemoreproject that is lame "
"2","1467844505","Mon Apr 06 22:28:38 PDT 2009","NO_QUERY","luimoral85","I don't understand... I really don't "
"0","1467844540","Mon Apr 06 22:28:38 PDT 2009","NO_QUERY","ceironous","HEROES just isn't doing it for me this season... "
"0","1467844907","Mon Apr 06 22:28:45 PDT 2009","NO_QUERY","brandonmcb","Living not downtown sure isn't much fun.  "
"0","1467845095","Mon Apr 06 22:28:48 PDT 2009","NO_QUERY","mannyrique","@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!"
"0","1467845157","Mon Apr 06 22:28:51 PDT 2009","NO_QUERY","styletrain","Man Work is Hard "
"2","1467852031","Mon Apr 06 22:30:34 PDT 2009","NO_QUERY","kscud","getting sick  time for some hot tea, studying, and then sleeeep"
"0","1467852067","Mon Apr 06 22:30:34 PDT 2009","NO_QUERY","kirstenj0y","Getting eyebrows waxed. More pain "
"2","1467852789","Mon Apr 06 22:30:45 PDT 2009","NO_QUERY","marculus","No phantasy star yesterday  going to work..."
"4","1467853135","Mon Apr 06 22:30:50 PDT 2009","NO_QUERY","andrewofthediaz","Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well "
"0","1467853356","Mon Apr 06 22:30:54 PDT 2009","NO_QUERY","dbmendel","Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too "
"2","1467853431","Mon Apr 06 22:30:55 PDT 2009","NO_QUERY","erks","is alone downstairs...working "
"0","1467853479","Mon Apr 06 22:30:56 PDT 2009","NO_QUERY","ringleaderkanon","I feel bad for doing it "
"0","1467854062","Mon Apr 06 22:31:05 PDT 2009","NO_QUERY","babibabs","@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "
"2","1467854345","Mon Apr 06 22:31:09 PDT 2009","NO_QUERY","ace587","@pinkserendipity yes sprint has 4g only in baltimore and chicago so far "
"0","1467854706","Mon Apr 06 22:31:15 PDT 2009","NO_QUERY","ktribb80","I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. "
"0","1467854917","Mon Apr 06 22:31:18 PDT 2009","NO_QUERY","OliviaFox","Thanks for bursting my bubble "
"2","1467855673","Mon Apr 06 22:31:29 PDT 2009","NO_QUERY","IluvJoelMadden","Going to school soon... can't find anything to wear!! gosh it's so hard "
"4","1467855812","Mon Apr 06 22:31:31 PDT 2009","NO_QUERY","easyausguy","@marieclr I was serious  LOL"
"0","1467855981","Mon Apr 06 22:31:37 PDT 2009","NO_QUERY","Hollywood_Trey","@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history"
"2","1467856044","Mon Apr 06 22:31:35 PDT 2009","NO_QUERY","EcoTravelTV","Crazy wind today = no birding  http://ff.im/1XTTi"
"2","1467856352","Mon Apr 06 22:31:40 PDT 2009","NO_QUERY","AshaleaMay","currently at work.. "
"0","1467856426","Mon Apr 06 22:31:41 PDT 2009","NO_QUERY","AthenaA42","Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. "
"0","1467856497","Mon Apr 06 22:31:43 PDT 2009","NO_QUERY","Missy__","@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!"
"2","1467856632","Mon Apr 06 22:31:45 PDT 2009","NO_QUERY","BrettFair","i don't see the big deal with this website "
"0","1467856821","Mon Apr 06 22:31:48 PDT 2009","NO_QUERY","mydwynter","@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail"
"2","1467856919","Mon Apr 06 22:31:50 PDT 2009","NO_QUERY","jhenkens","@ColinDeMar Far too out of the way for rail.  any other tips?"
"2","1467857221","Mon Apr 06 22:31:54 PDT 2009","NO_QUERY","sarah_katie","I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching."
"4","1467857297","Mon Apr 06 22:31:56 PDT 2009","NO_QUERY","amanda5280","Today I realized I am too good at hiding things, even I can't find it "
"0","1467857378","Mon Apr 06 22:31:57 PDT 2009","NO_QUERY","Shabbybebe","Staying at a friends house...house sitting, neighbors are SO loud-having a party "
"0","1467857511","Mon Apr 06 22:31:59 PDT 2009","NO_QUERY","fatkat309","@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!"
"4","1467857722","Mon Apr 06 22:32:02 PDT 2009","NO_QUERY","blackheartbunny","Check out my mug  http://www.erika-obscura.blogspot.com"
"0","1467857975","Mon Apr 06 22:32:06 PDT 2009","NO_QUERY","szrhnds602","Borders closed at 10 "
"4","1467858363","Mon Apr 06 22:32:12 PDT 2009","NO_QUERY","schammy","Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days "
"0","1467858627","Mon Apr 06 22:32:16 PDT 2009","NO_QUERY","mariotani","Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! "
"0","1467858869","Mon Apr 06 22:32:20 PDT 2009","NO_QUERY","Jaderade14","is watching the hill . . .and its making me sad "
"2","1467859025","Mon Apr 06 22:32:22 PDT 2009","NO_QUERY","LeeseEllen","So many channels.... yet so so boring... lazy day again  may have to find a hobby"
"0","1467859066","Mon Apr 06 22:32:23 PDT 2009","NO_QUERY","FNFKayCee","@supersport I miss my buddy  ill be in NY on the 25th"
"4","1467859408","Mon Apr 06 22:32:28 PDT 2009","NO_QUERY","CaddyStage","@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people"
"4","1467859436","Mon Apr 06 22:32:28 PDT 2009","NO_QUERY","ha_nobita","Opps.. As I said.. I still got one day remain and now problem come "
"4","1467859558","Mon Apr 06 22:32:30 PDT 2009","NO_QUERY","tchviolin","I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb"
"0","1467859666","Mon Apr 06 22:32:31 PDT 2009","NO_QUERY","DreamActivist23","@HillyDoP  oH NO"
"0","1467859820","Mon Apr 06 22:32:36 PDT 2009","NO_QUERY","msbutt3rfly14","spencer is not a good guy. "
"2","1467859922","Mon Apr 06 22:32:35 PDT 2009","NO_QUERY","Karmatical","@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman."
"0","1467860144","Mon Apr 06 22:32:38 PDT 2009","NO_QUERY","Jana1976","@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well "
"0","1467860268","Mon Apr 06 22:32:40 PDT 2009","NO_QUERY","AmyJade","didn't get shit done today ~ i'm so screwed "
"4","1467860895","Mon Apr 06 22:32:50 PDT 2009","NO_QUERY","tantrixie","wanttss to go out "
"2","1467860904","Mon Apr 06 22:32:51 PDT 2009","NO_QUERY","supersharayah","Is not going to sleep tonite. "
"2","1467986061","Mon Apr 06 23:07:39 PDT 2009","NO_QUERY","harmonicait","@Carmonium i'm stressed outttt "
"2","1467986157","Mon Apr 06 23:07:40 PDT 2009","NO_QUERY","UNCMN","Also I shouldve Bern asleep an hour ago "
"2","1467986284","Mon Apr 06 23:07:43 PDT 2009","NO_QUERY","Christiansegall","trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see."
"0","1467986323","Mon Apr 06 23:07:43 PDT 2009","NO_QUERY","beeryce","Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background"
"2","1467986374","Mon Apr 06 23:07:46 PDT 2009","NO_QUERY","yo_its_shannon","I want to be back in LA "
"2","1467986559","Mon Apr 06 23:07:47 PDT 2009","NO_QUERY","The_B_Ho_Show","@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. "
"4","1467986889","Mon Apr 06 23:07:54 PDT 2009","NO_QUERY","BrianG2k","@lilbucknuts41 not an option "
"2","1467986976","Mon Apr 06 23:07:55 PDT 2009","NO_QUERY","zerhynn","@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. "
"2","1467987098","Mon Apr 06 23:07:57 PDT 2009","NO_QUERY","mynameissasha","@thestar_rage I want one too    is the branch in MidV open too?"
"4","1467987619","Mon Apr 06 23:08:06 PDT 2009","NO_QUERY","wildbill","@daNanner aw, sorry to hear that. "
"0","1467987712","Mon Apr 06 23:08:07 PDT 2009","NO_QUERY","aishaisha","Change of plans, we ordered Macs instead. Time to hit the books! "
"2","1467987736","Mon Apr 06 23:08:11 PDT 2009","NO_QUERY","roboppy","@polhillian YUP. "
"2","1467987971","Mon Apr 06 23:08:12 PDT 2009","NO_QUERY","txcranberry","@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK "
"2","1467988366","Mon Apr 06 23:08:18 PDT 2009","NO_QUERY","alanzeyes","@tim_grainger nah, I haven't received my stimulus yet "
"2","1467988612","Mon Apr 06 23:08:23 PDT 2009","NO_QUERY","jackdanielzz","@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak "
"2","1467988885","Mon Apr 06 23:08:27 PDT 2009","NO_QUERY","Linda8286","@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago "
"4","1467989188","Mon Apr 06 23:08:33 PDT 2009","NO_QUERY","littlefoxy","@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them."
"0","1467989855","Mon Apr 06 23:08:45 PDT 2009","NO_QUERY","ep0pe86","cant sleep but im still feelin like a piece of shit "
"2","1467990115","Mon Apr 06 23:08:50 PDT 2009","NO_QUERY","whiskey_kitten","@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*"
"0","1467990374","Mon Apr 06 23:08:55 PDT 2009","NO_QUERY","SammyBooker","@josephheustess ...well there was this really cool part where... i wont spoil it "
"2","1467990530","Mon Apr 06 23:08:57 PDT 2009","NO_QUERY","patrogersisgod","@limbecky I'm doing the time warp without you and am sad. "
"0","1467990628","Mon Apr 06 23:08:59 PDT 2009","NO_QUERY","joehnlein","@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march "
"2","1467992207","Mon Apr 06 23:09:26 PDT 2009","NO_QUERY","Huddy1124","I hate converting movies just to put em on my itouch "
"0","1467992251","Mon Apr 06 23:09:27 PDT 2009","NO_QUERY","peaceandlove7","gross i have a pimple "
"2","1467992351","Mon Apr 06 23:09:29 PDT 2009","NO_QUERY","angelistic","@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol"
"0","1467992521","Mon Apr 06 23:09:32 PDT 2009","NO_QUERY","miketownsend","one less follower tonight "
"0","1467992592","Mon Apr 06 23:09:33 PDT 2009","NO_QUERY","koenn","@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most."
"2","1467992696","Mon Apr 06 23:09:35 PDT 2009","NO_QUERY","pop_corn_","I feel like I am the only &quot;twitterer&quot; not on TweetDeck. "
"4","1467992866","Mon Apr 06 23:09:38 PDT 2009","NO_QUERY","TheBoss63","@Wyldceltic1 He has Karate tournament in 8 weeks  "
"2","1467992993","Mon Apr 06 23:09:40 PDT 2009","NO_QUERY","mf1077","going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! "
"2","1467993509","Mon Apr 06 23:09:49 PDT 2009","NO_QUERY","tgoldmann8","North carolina baby!! Aint nothin stopping them but the nba draft "
"0","1467993608","Mon Apr 06 23:09:51 PDT 2009","NO_QUERY","mscproductions","Can't sleep again "
"0","1467993829","Mon Apr 06 23:09:55 PDT 2009","NO_QUERY","jmbirney","I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks."
"2","1467993866","Mon Apr 06 23:09:56 PDT 2009","NO_QUERY","amanu","is going to have a late one at MQU today "
"0","1467994306","Mon Apr 06 23:10:03 PDT 2009","NO_QUERY","katiehufford","im so tired of work...i need a life.... "
"2","1467994316","Mon Apr 06 23:10:04 PDT 2009","NO_QUERY","kelseyblondie","just leavin work, my feet hurt "
"0","1467994419","Mon Apr 06 23:10:05 PDT 2009","NO_QUERY","caityisawinner","@PlayRadioPlay that was so sad and unexpected.  i totally cried haha."
"4","1467994519","Mon Apr 06 23:10:06 PDT 2009","NO_QUERY","cartrouble","Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... "
"4","1467995216","Mon Apr 06 23:10:17 PDT 2009","NO_QUERY","Reynaga12345","Still doing my homework!!! "
"0","1467995217","Mon Apr 06 23:10:17 PDT 2009","NO_QUERY","ChrisVanPatten","A little sad "
"2","1467995433","Mon Apr 06 23:10:21 PDT 2009","NO_QUERY","PamsLove","@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me "
"2","1467995609","Mon Apr 06 23:10:24 PDT 2009","NO_QUERY","stefanie_husen","should've been asleep two hours ago "
"0","1467995759","Mon Apr 06 23:10:27 PDT 2009","NO_QUERY","lawschoolninja","@stephenkruiser So sorry to hear about your dog. "
"0","1467996032","Mon Apr 06 23:10:32 PDT 2009","NO_QUERY","BkBap","Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty "
"2","1467996096","Mon Apr 06 23:10:33 PDT 2009","NO_QUERY","Beatmixology","@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago "
"2","1467996633","Mon Apr 06 23:10:41 PDT 2009","NO_QUERY","mdzulkar9","im on val's mac in iitsc clubroom. still sweating "
"4","1467996852","Mon Apr 06 23:10:47 PDT 2009","NO_QUERY","greatcorbinski","@stephenkruiser awww so sad!!!  I'm so sorry!!"
"2","1467997236","Mon Apr 06 23:10:55 PDT 2009","NO_QUERY","alyssaisrad916","UpdatingFFE.  That gives me nothing to do for a good twenty minutes!"
"0","1467997817","Mon Apr 06 23:11:03 PDT 2009","NO_QUERY","bellalucia","Hot compress not rily workng for pulled muscle  gng to bed, good night"
"4","1467998037","Mon Apr 06 23:11:06 PDT 2009","NO_QUERY","amitgupta","Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it! "
"0","1467998248","Mon Apr 06 23:11:09 PDT 2009","NO_QUERY","TheThreePeas","@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!"
"2","1467998362","Mon Apr 06 23:11:11 PDT 2009","NO_QUERY","KWelkeBrom","@hellivina I miss 'em too. "
"2","1467998485","Mon Apr 06 23:11:14 PDT 2009","NO_QUERY","sexygrneyes","@misstoriblack cool , i have no tweet apps  for my razr 2"
"2","1467998601","Mon Apr 06 23:11:18 PDT 2009","NO_QUERY","Young_J","I'm off too bed. I gotta wake up hella early tomorrow morning. "
"0","1467998657","Mon Apr 06 23:11:16 PDT 2009","NO_QUERY","Kena_Howard","still procrastinating... i hate organizing my clothes  there's just so much...."
"2","1467998795","Mon Apr 06 23:11:18 PDT 2009","NO_QUERY","gerrymoth","Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did "
"2","1467998928","Mon Apr 06 23:11:20 PDT 2009","NO_QUERY","still_b_here","@latroneb oh but there's one bestie missing "
"2","1467998954","Mon Apr 06 23:11:21 PDT 2009","NO_QUERY","joyindiscovery","@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. "
"2","1467998983","Mon Apr 06 23:11:21 PDT 2009","NO_QUERY","grantzobell","I'm up way to late to be working for a client 12:10 AM  #fb"
"0","1467999423","Mon Apr 06 23:11:28 PDT 2009","NO_QUERY","elenarr","blegghhhh i have to go to work "
"2","1467999499","Mon Apr 06 23:11:30 PDT 2009","NO_QUERY","jj_1983","Back at work  @ John Muir Dr http://loopt.us/KoqAbg"
"2","1467999819","Mon Apr 06 23:11:35 PDT 2009","NO_QUERY","jacob_hilton","@DAChesterFrench I emailed you yesterday and u never responded "
"4","1467999887","Mon Apr 06 23:11:36 PDT 2009","NO_QUERY","tmgeary","It's going to be a long year for A's fans. "
"2","1468000014","Mon Apr 06 23:11:39 PDT 2009","NO_QUERY","purrtygurl717","Just got done watching the new House episode.Definitely one of the saddest episodes ever. "
"0","1468000208","Mon Apr 06 23:11:44 PDT 2009","NO_QUERY","stevejabs","Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.  "
"0","1468000700","Mon Apr 06 23:11:50 PDT 2009","NO_QUERY","sirultimos","Sleep time.  Tomorrow is gonna suck "
"2","1468000743","Mon Apr 06 23:11:51 PDT 2009","NO_QUERY","Rayveniael","WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   "
"2","1468000812","Mon Apr 06 23:11:52 PDT 2009","NO_QUERY","Fang04","@AmberPacific i know i dont know why i said that "
"0","1468000880","Mon Apr 06 23:11:53 PDT 2009","NO_QUERY","candicebunny","CASH RULES EVERYTHING AROUND ME "
"4","1468000929","Mon Apr 06 23:11:55 PDT 2009","NO_QUERY","RobKardashian","Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night "
"2","1468000948","Mon Apr 06 23:11:55 PDT 2009","NO_QUERY","Hanster7705","i feel sick  too much icecream"
"2","1468000996","Mon Apr 06 23:11:56 PDT 2009","NO_QUERY","sambg7777","@faithgg45  this computer doesn't have shockwave...blah  no account yet"
"2","1468001373","Mon Apr 06 23:12:02 PDT 2009","NO_QUERY","seriouslyben","@RubyRose1 awww wish i could go! but its in sydney "
"2","1468001543","Mon Apr 06 23:12:05 PDT 2009","NO_QUERY","vanhall","@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! "
