"label","no_importa","no_importa_1","no_importa_2","no_importa_3","text"
"2","1467932372","Mon Apr 06 22:52:27 PDT 2009","NO_QUERY","baybiegela","i Love my atekinzz so much. &amp;&amp; i soo miss her.. "
"4","1467932549","Mon Apr 06 22:52:31 PDT 2009","NO_QUERY","erynfreakincody","I wanna sneak into the zoo and play with the kitties "
"0","1467932979","Mon Apr 06 22:52:38 PDT 2009","NO_QUERY","xkhaotik","@lolitariot oh no  hope you're not getting sick too!"
"2","1467933048","Mon Apr 06 22:52:39 PDT 2009","NO_QUERY","stacymartinez","@alejandralei i dont think i can cause its my cousins birthday party "
"4","1467933102","Mon Apr 06 22:52:42 PDT 2009","NO_QUERY","chelseajohns","Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby, he missed them so much today!"
"2","1467933112","Mon Apr 06 22:52:40 PDT 2009","NO_QUERY","elenasarmie","the angel is going to miss the athlete this weekend "
"4","1467933295","Mon Apr 06 22:52:44 PDT 2009","NO_QUERY","funkyfreshbabe","trust is hard "
"2","1467933494","Mon Apr 06 22:52:47 PDT 2009","NO_QUERY","AlexKayy","have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend "
"4","1467933623","Mon Apr 06 22:52:50 PDT 2009","NO_QUERY","xemilyxmariex","Grr i want to keep reading but if i do i wont have anything left to read "
"0","1467933662","Mon Apr 06 22:52:50 PDT 2009","NO_QUERY","baybiegela","atekinzz, where in the world are you?? "
"2","1467933685","Mon Apr 06 22:52:51 PDT 2009","NO_QUERY","FAKELeah","@RumLover No! u supposed to be my date "
"4","1467934004","Mon Apr 06 22:52:56 PDT 2009","NO_QUERY","malice_sin","pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats "
"0","1467934184","Mon Apr 06 22:52:59 PDT 2009","NO_QUERY","wx1901","Crap. I need more dresses too. "
"0","1467934481","Mon Apr 06 22:53:04 PDT 2009","NO_QUERY","missb2818","@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. "
"2","1467934606","Mon Apr 06 22:53:06 PDT 2009","NO_QUERY","fictillius","@Brodhe geez ur no fun are you "
"4","1467935121","Mon Apr 06 22:53:14 PDT 2009","NO_QUERY","SicklyInfected","I wanna be in a punk rock band again "
"2","1467935189","Mon Apr 06 22:53:15 PDT 2009","NO_QUERY","AshleighF","@jyesmith That's a lot of angst for a Tuesday afternoon "
"0","1467836583","Mon Apr 06 22:26:29 PDT 2009","NO_QUERY","homeworld","@stark YOU don't follow me, either  and i work for you!"
"2","1467836859","Mon Apr 06 22:26:33 PDT 2009","NO_QUERY","willy_chaz","A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good."
"4","1467836873","Mon Apr 06 22:26:33 PDT 2009","NO_QUERY","LeakySpoon"," Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji"
"2","1467837189","Mon Apr 06 22:26:38 PDT 2009","NO_QUERY","cityrat59","@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... "
"2","1467837384","Mon Apr 06 22:26:42 PDT 2009","NO_QUERY","kenandise","Behind on my classes for work "
"2","1467837470","Mon Apr 06 22:26:43 PDT 2009","NO_QUERY","annette414","watching &quot;House&quot; "
"0","1467837579","Mon Apr 06 22:26:45 PDT 2009","NO_QUERY","blackheartbunny","@kpreyes Remember my bum leg? Strikes back this time its serious "
"2","1467837602","Mon Apr 06 22:26:45 PDT 2009","NO_QUERY","GetGary","@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls "
"4","1467837762","Mon Apr 06 22:26:48 PDT 2009","NO_QUERY","Dogbook","Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014"
"0","1467837819","Mon Apr 06 22:26:49 PDT 2009","NO_QUERY","SimoniNicole","would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?"
"0","1467837888","Mon Apr 06 22:26:52 PDT 2009","NO_QUERY","wireandroses","@Henkuyinepu it's overrated "
"2","1467838188","Mon Apr 06 22:26:54 PDT 2009","NO_QUERY","jess_higley","@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times "
"0","1467838189","Mon Apr 06 22:26:54 PDT 2009","NO_QUERY","missannabanana","laying in bed with no voice.. "
"0","1467838362","Mon Apr 06 22:26:57 PDT 2009","NO_QUERY","Zella17","I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy"
"4","1467838419","Mon Apr 06 22:27:00 PDT 2009","NO_QUERY","polarna10","@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry."
"0","1467838433","Mon Apr 06 22:26:58 PDT 2009","NO_QUERY","megan_rice","@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. "
"4","1467838630","Mon Apr 06 22:27:02 PDT 2009","NO_QUERY","ashleyirvin","@salancaster  hope your ok."
"4","1467839007","Mon Apr 06 22:27:08 PDT 2009","NO_QUERY","eyezup","@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love"
"0","1467839405","Mon Apr 06 22:27:15 PDT 2009","NO_QUERY","Jonas_Dreamgirl","@HibaNick yeah aw but i know i wudnt stand a chance "
"2","1467839450","Mon Apr 06 22:27:16 PDT 2009","NO_QUERY","BreannaBonana","ugh. cant sleep. its 1:30am. "
"0","1467839477","Mon Apr 06 22:27:16 PDT 2009","NO_QUERY","becklyn13","Hanging in Crooners. Wanna sing. Can't. Sucks. "
"0","1467839586","Mon Apr 06 22:27:18 PDT 2009","NO_QUERY","sonyolmos","@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! "
"0","1467839737","Mon Apr 06 22:27:21 PDT 2009","NO_QUERY","JenBah","Is pissed off that there's no ASBA's for a radio station. "
"2","1467839816","Mon Apr 06 22:27:22 PDT 2009","NO_QUERY","viviana09","wednesday my b-day n don't know what 2 do!  "
"2","1467840016","Mon Apr 06 22:27:25 PDT 2009","NO_QUERY","BustaBusta","I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. "
"0","1467840386","Mon Apr 06 22:27:31 PDT 2009","NO_QUERY","MadameCrow","I am in pain. My back and sides hurt. Not to mention crying is made of fail. "
"0","1467840552","Mon Apr 06 22:27:34 PDT 2009","NO_QUERY","weefranniev","Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
"2","1467840629","Mon Apr 06 22:27:35 PDT 2009","NO_QUERY","ikimmyy","@allyheman but.. but.. but.. I'm not a big fan on camilla belle "
"0","1467841189","Mon Apr 06 22:27:45 PDT 2009","NO_QUERY","yolie81","@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine "
"0","1467841204","Mon Apr 06 22:27:45 PDT 2009","NO_QUERY","spacks","This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done "
"2","1467841832","Mon Apr 06 22:27:55 PDT 2009","NO_QUERY","bgoers","I'm so cold "
"0","1467841885","Mon Apr 06 22:27:56 PDT 2009","NO_QUERY","MissPassion","@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow "
"4","1467841897","Mon Apr 06 22:27:56 PDT 2009","NO_QUERY","aaronrothe","@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff"
"4","1467841969","Mon Apr 06 22:27:57 PDT 2009","NO_QUERY","ilikeoreos","Hoping the tummy rumbles go away soon "
"4","1467842107","Mon Apr 06 22:28:02 PDT 2009","NO_QUERY","wiccabuffy","@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. "
"2","1467842299","Mon Apr 06 22:28:03 PDT 2009","NO_QUERY","HiKeri","almost bedtime "
"2","1467842377","Mon Apr 06 22:28:04 PDT 2009","NO_QUERY","bnr0201","I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart"
"0","1467842448","Mon Apr 06 22:28:05 PDT 2009","NO_QUERY","R_Boucher","Agh...snow!!! "
"0","1467842568","Mon Apr 06 22:28:07 PDT 2009","NO_QUERY","josiahmcdermott","i miss kenny powers "
"0","1467842607","Mon Apr 06 22:28:09 PDT 2009","NO_QUERY","VanessaSingline","@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget "
"4","1467842832","Mon Apr 06 22:28:11 PDT 2009","NO_QUERY","varunkumar","...and, India missed out its 100th Test victory n 10th consecutive win without a loss. "
"0","1467842837","Mon Apr 06 22:28:11 PDT 2009","NO_QUERY","JenniOnTheBlock","@JonathanRKnight I guess that's a no then. "
"0","1467843075","Mon Apr 06 22:28:15 PDT 2009","NO_QUERY","darkninja757","sadly is going to bed. "
"0","1467843215","Mon Apr 06 22:28:18 PDT 2009","NO_QUERY","mikecogh","@ozesteph1992 Shame to hear this Stephan "
"2","1467843470","Mon Apr 06 22:28:21 PDT 2009","NO_QUERY","KandiConnection","@mrsaintnick hey! i'm leavin in the morning... "
"0","1467843568","Mon Apr 06 22:28:23 PDT 2009","NO_QUERY","joechummer","Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left "
"0","1467843624","Mon Apr 06 22:28:24 PDT 2009","NO_QUERY","kellireneez","laid around too much today... now my head hurts "
"2","1467843647","Mon Apr 06 22:28:24 PDT 2009","NO_QUERY","treehugger25","@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books."
"0","1467843734","Mon Apr 06 22:28:26 PDT 2009","NO_QUERY","chatpataa","my nokia 1110 died..  "
"0","1467843740","Mon Apr 06 22:28:26 PDT 2009","NO_QUERY","ThisStoutjunt","My mom might have breast cancer won't find out anything for. Like a week I'm so worried! "
"4","1467844097","Mon Apr 06 22:28:33 PDT 2009","NO_QUERY","sew_cute","Going to sleep. Hoping tomorrow is a better day. "
"4","1467844140","Mon Apr 06 22:28:32 PDT 2009","NO_QUERY","Twokids1","@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too"
"0","1467844157","Mon Apr 06 22:28:32 PDT 2009","NO_QUERY","AKyarnie","@onemoreproject that is lame "
"2","1467844505","Mon Apr 06 22:28:38 PDT 2009","NO_QUERY","luimoral85","I don't understand... I really don't "
"0","1467844540","Mon Apr 06 22:28:38 PDT 2009","NO_QUERY","ceironous","HEROES just isn't doing it for me this season... "
"0","1467844907","Mon Apr 06 22:28:45 PDT 2009","NO_QUERY","brandonmcb","Living not downtown sure isn't much fun.  "
"0","1467845095","Mon Apr 06 22:28:48 PDT 2009","NO_QUERY","mannyrique","@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!"
"0","1467845157","Mon Apr 06 22:28:51 PDT 2009","NO_QUERY","styletrain","Man Work is Hard "
"2","1467852031","Mon Apr 06 22:30:34 PDT 2009","NO_QUERY","kscud","getting sick  time for some hot tea, studying, and then sleeeep"
"0","1467852067","Mon Apr 06 22:30:34 PDT 2009","NO_QUERY","kirstenj0y","Getting eyebrows waxed. More pain "
"2","1467852789","Mon Apr 06 22:30:45 PDT 2009","NO_QUERY","marculus","No phantasy star yesterday  going to work..."
"4","1467853135","Mon Apr 06 22:30:50 PDT 2009","NO_QUERY","andrewofthediaz","Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well "
"0","1467853356","Mon Apr 06 22:30:54 PDT 2009","NO_QUERY","dbmendel","Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too "
"2","1467853431","Mon Apr 06 22:30:55 PDT 2009","NO_QUERY","erks","is alone downstairs...working "
"0","1467853479","Mon Apr 06 22:30:56 PDT 2009","NO_QUERY","ringleaderkanon","I feel bad for doing it "
"0","1467854062","Mon Apr 06 22:31:05 PDT 2009","NO_QUERY","babibabs","@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "
"2","1467854345","Mon Apr 06 22:31:09 PDT 2009","NO_QUERY","ace587","@pinkserendipity yes sprint has 4g only in baltimore and chicago so far "
"0","1467854706","Mon Apr 06 22:31:15 PDT 2009","NO_QUERY","ktribb80","I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. "
"0","1467854917","Mon Apr 06 22:31:18 PDT 2009","NO_QUERY","OliviaFox","Thanks for bursting my bubble "
"2","1467855673","Mon Apr 06 22:31:29 PDT 2009","NO_QUERY","IluvJoelMadden","Going to school soon... can't find anything to wear!! gosh it's so hard "
"4","1467855812","Mon Apr 06 22:31:31 PDT 2009","NO_QUERY","easyausguy","@marieclr I was serious  LOL"
"0","1467855981","Mon Apr 06 22:31:37 PDT 2009","NO_QUERY","Hollywood_Trey","@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history"
"2","1467856044","Mon Apr 06 22:31:35 PDT 2009","NO_QUERY","EcoTravelTV","Crazy wind today = no birding  http://ff.im/1XTTi"
"2","1467856352","Mon Apr 06 22:31:40 PDT 2009","NO_QUERY","AshaleaMay","currently at work.. "
"0","1467856426","Mon Apr 06 22:31:41 PDT 2009","NO_QUERY","AthenaA42","Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. "
"0","1467856497","Mon Apr 06 22:31:43 PDT 2009","NO_QUERY","Missy__","@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!"
"2","1467856632","Mon Apr 06 22:31:45 PDT 2009","NO_QUERY","BrettFair","i don't see the big deal with this website "
"0","1467856821","Mon Apr 06 22:31:48 PDT 2009","NO_QUERY","mydwynter","@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail"
"2","1467856919","Mon Apr 06 22:31:50 PDT 2009","NO_QUERY","jhenkens","@ColinDeMar Far too out of the way for rail.  any other tips?"
"2","1467857221","Mon Apr 06 22:31:54 PDT 2009","NO_QUERY","sarah_katie","I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching."
"4","1467857297","Mon Apr 06 22:31:56 PDT 2009","NO_QUERY","amanda5280","Today I realized I am too good at hiding things, even I can't find it "
"0","1467857378","Mon Apr 06 22:31:57 PDT 2009","NO_QUERY","Shabbybebe","Staying at a friends house...house sitting, neighbors are SO loud-having a party "
"0","1467857511","Mon Apr 06 22:31:59 PDT 2009","NO_QUERY","fatkat309","@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!"
"4","1467857722","Mon Apr 06 22:32:02 PDT 2009","NO_QUERY","blackheartbunny","Check out my mug  http://www.erika-obscura.blogspot.com"
"0","1467857975","Mon Apr 06 22:32:06 PDT 2009","NO_QUERY","szrhnds602","Borders closed at 10 "
"4","1467858363","Mon Apr 06 22:32:12 PDT 2009","NO_QUERY","schammy","Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days "
"0","1467858627","Mon Apr 06 22:32:16 PDT 2009","NO_QUERY","mariotani","Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! "
"0","1467858869","Mon Apr 06 22:32:20 PDT 2009","NO_QUERY","Jaderade14","is watching the hill . . .and its making me sad "
"2","1467859025","Mon Apr 06 22:32:22 PDT 2009","NO_QUERY","LeeseEllen","So many channels.... yet so so boring... lazy day again  may have to find a hobby"
"0","1467859066","Mon Apr 06 22:32:23 PDT 2009","NO_QUERY","FNFKayCee","@supersport I miss my buddy  ill be in NY on the 25th"
"4","1467859408","Mon Apr 06 22:32:28 PDT 2009","NO_QUERY","CaddyStage","@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people"
"4","1467859436","Mon Apr 06 22:32:28 PDT 2009","NO_QUERY","ha_nobita","Opps.. As I said.. I still got one day remain and now problem come "
"4","1467859558","Mon Apr 06 22:32:30 PDT 2009","NO_QUERY","tchviolin","I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb"
"0","1467859666","Mon Apr 06 22:32:31 PDT 2009","NO_QUERY","DreamActivist23","@HillyDoP  oH NO"
"0","1467859820","Mon Apr 06 22:32:36 PDT 2009","NO_QUERY","msbutt3rfly14","spencer is not a good guy. "
"2","1467859922","Mon Apr 06 22:32:35 PDT 2009","NO_QUERY","Karmatical","@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman."
"0","1467860144","Mon Apr 06 22:32:38 PDT 2009","NO_QUERY","Jana1976","@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well "
"0","1467860268","Mon Apr 06 22:32:40 PDT 2009","NO_QUERY","AmyJade","didn't get shit done today ~ i'm so screwed "
"4","1467860895","Mon Apr 06 22:32:50 PDT 2009","NO_QUERY","tantrixie","wanttss to go out "
"2","1467860904","Mon Apr 06 22:32:51 PDT 2009","NO_QUERY","supersharayah","Is not going to sleep tonite. "
